Campaign;Campaign ID;Campaign type;Campaign start date;Campaign end date;Impr.;Clicks;Cost
VID_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22247576781;In-stream video;18 Feb 2025;14 Apr 2025;12,793,577;13,267;3900.65
Philips | OHC | Sonicare | Q4 2020 | GDN desktop #2;11413239117;Display;20 Oct 2020;18 Dec 2020;0;0;0
Philips | Lumea | q4 | 2020 | GDN mobile;11538205807;Display;2 Nov 2020;18 Dec 2020;0;0;0
Philips | Coffee | Q4 | 2020 | YT | seq. Variety;11542708515;In-stream video;3 Nov 2020;31 Dec 2020;0;0;0
Philips | Sonicare Burst | 2021 | Q1 + Q2  | GDN;12492587954;Display;8 Mar 2021;3 May 2021;0;0;0
Philips | Handsticks Q2 | 2021 | GDN mobile RTG;12989725658;Display;6 May 2021;24 Jun 2021;0;0;0
Philips | Lumea Q2 | 2022 | YT In-Stream;16804738037;In-stream video;6 Apr 2022;31 May 2022;0;0;0
Philips - OneBlade Q2 - 2022 - GDN;17499020353;Display;16 Jun 2022;30 Jul 2022;0;0;0
OMD_SLO_MG-MG_MultipleProducts_obbladesq12023_CF_20.02.2023_15.04.2023_GDN_awareness;19716440525;Display;25 Feb 2023;15 Apr 2023;0;0;0
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;10 Oct 2025;31 Dec 2025;155,628;1,799;1175.8
PMAX_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_15.10-15.12.2025.;23136950325;Performance Max;16 Oct 2025;15 Dec 2025;368,853;4,773;1250.82
2020_06_Lumea_YT_Skipp;10224475848;In-stream video;5 Jun 2020;31 Jul 2020;0;0;0
2020_12_Lumea_YT;11623637722;In-stream video;15 Nov 2020;31 Dec 2020;0;0;0
2020-2021_12_Espresso_YT;11727379886;In-stream video;1 Dec 2020;16 Jan 2021;0;0;0
2021_03_Philips_HairCare_YT;12494945934;In-stream video;8 Mar 2021;22 Apr 2021;0;0;0
2021_06_One_Blade_GDN;13525108204;Display;15 Jun 2021;30 Jul 2021;0;0;0
DG_OMD_SI-EN_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare Prestige 13.06.-09.08. DEMAND GEN;21380705252;Demand Gen;13 Jun 2024;9 Aug 2024;0;0;0
OMD_RS_MG_Grooming_multigroomq22022_CF_11.05.2022_30.05.2022_YT(bumper);16976568895;In-stream video;11 May 2022;30 May 2022;0;0;0
OMD_SRB_MG-MG_MultipleProducts_obbladeq42023_CF_10.10.2023_25.11.2023_GDN_performance_max;20637035709;Performance Max;10 Oct 2023;25 Nov 2023;0;0;0
VID_OMD_RS-SR_GB_OG_OBBLD_ALL_RECMANOB_GOO_AUD_DES_OneBlade_YT_23.1.-18.4.2026.;23496301123;In-stream video;23 Jan 2026;18 Apr 2026;0;0;0
DG_OMD_RS-SR_GB_BTY_Hrcr_Styl_NA_GOO_AUD_DES_SenseIQ_DG_1.2.-30.3.2026.;23508212117;Demand Gen;1 Feb 2026;30 Mar 2026;0;0;0
JGL Aquamaris Oct - Dec 2022. (DN) - CPM;18501214686;Display;3 Oct 2022;17 Dec 2022;0;0;0
Dr. Oetker Zimnica Jun - Jul 2024 (DN) - CPC;21374924761;Display;10 Jun 2024;10 Jul 2024;0;0;0
Dr. Oetker Easter Apr 2025 (YT) - Reach Mix - CPM;22378998132;In-stream video;28 Mar 2025;20 Apr 2025;800,942;1,234;1011.59
DG_OMD_RS-EN_MCC_MCC_Comforting_Soothers_NA_GOO_BRD_Avent Soothers 1.11.-31.12.2024.;21863556908;Demand Gen;1 Nov 2024;31 Dec 2024;0;0;0
KRIVO KOPIRANO;22429369897;Display;9 Apr 2025;30 Jun 2025;0;0;0
DG_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.5.-30.6.2025.;22554733670;Demand Gen;15 May 2025;30 Jun 2025;4,718,720;115,533;1350.01
PMAX_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_SenseIQ_10.09.-30.10.2025;23028088689;Performance Max;19 Sept 2025;30 Oct 2025;440,280;8,849;1195.58
Molson Coors Hidra Promijeni perpektivu May - Aug 2022 (YT) - TrueView - CPV;19317405274;In-stream video;20 Dec 2022;30 Dec 2022;0;0;0
Hidra Equity II - Ivica Kostelić Sept - Oct 2024 (DN) - CPM;21733009420;Display;20 Sept 2024;31 Oct 2024;0;0;0
Philips_Smart_Clean_LightBox_2017;968257572;Display;29 Oct 2017;3 Dec 2017;0;0;0
Philips | Steam generators | YouTube | 03 | 2019;1748211352;In-stream video;1 Apr 2019;30 May 2019;0;0;0
Philips_SteamGeneratorsQ42019_YT;6503291415;In-stream video;16 Sept 2019;15 Nov 2019;0;0;0
Philips | Coffee | Q4 | 2019 | Mobile | RTG;7865845667;Display;15 Nov 2019;31 Dec 2019;0;0;0
Philips | OHC | Sonicare | Q4 | 2019 | GDN mobile | RTG;8008821312;Display;8 Nov 2019;15 Dec 2019;0;0;0
Philips | Steamers | GDN rtg - Desktop | Q3 | 2020;10275941935;Display;11 Jun 2020;30 Jun 2020;0;0;0
Philips | OHC | Sonicare | Q4 2020 | GDN mobile #2;11416448867;Display;20 Oct 2020;18 Dec 2020;0;0;0
Philips | Steamers | GDN rtg - Desktop | Q4 | 2020;11624335327;Display;15 Nov 2020;18 Dec 2020;0;0;0
Philips | HairCare | 2021 | Q1 | RTG-Desktop | GDN;12374207419;Display;20 Feb 2021;31 Mar 2021;0;0;0
Philips | Sonicare Burst | 2021 | Q1 + Q2 | 05|  RTG  | GDN;12948630382;Display;4 May 2021;31 May 2021;0;0;0
Philips | Sonicare Q3 2021 | YT;14725539305;In-stream video;21 Sept 2021;20 Nov 2021;0;0;0
Philips | Lumea | Oct | 2021 | 04 | YT bumper |  Awareness;14988003553;In-stream video;18 Oct 2021;15 Dec 2021;0;0;0
Philips | Lumea Q2 | 2022 | GDN - RTG Purchase;16796986546;Display;6 Apr 2022;31 May 2022;0;0;0
Philips - SenseiQ Q2 - 2022 - GDN;17535487326;Display;20 Jun 2022;20 Jul 2022;0;0;0
2020_10_Garment_Care_GDN;11301966194;Display;15 Oct 2020;14 Dec 2020;0;0;0
OMD_SLO_BEA-BEA_MultipleProducts_haircareq22023_CF_17.04.2023_30.05.2023_youtube;19982541265;In-stream video;17 Apr 2023;30 May 2023;0;0;0
DG_OMD_SI-EN_OHC_ID_CordlessPowerFlosser_CordlessPFMid3000_RECCONFLO_GOO_BRD_OHC_16.09.-21.10.2024.;21703244109;Demand Gen;16 Sept 2024;21 Oct 2024;0;0;0
OMD_RS_BEA_HairCare_hairdryerq42022_CF_15.12.2022_15.01.2023_YT;19250787338;In-stream video;15 Dec 2022;15 Jan 2023;0;0;0
OMD_SRB_BEA-BEA_IPL_lumeaq12023_CF_10.02.2023_15.03.2023_gdn_performancemax;19668907828;Performance Max;10 Feb 2023;15 Mar 2023;0;0;0
OMD_SRB_BEA-BEA_IPL_lumeaq42023_CF_27.10.2023_24.12.2023_gdn_awareness;20736417985;Display;31 Oct 2023;24 Dec 2023;0;0;0
DG_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerHE_RETUPGHC_GOO_BRD_SenseIQ_DG_7.3.-15.5.2024.;21075765015;Demand Gen;7 Mar 2024;15 May 2024;0;0;0
JGL Vizol S April 2019 (YT) - Sequence;1791425171;In-stream video;19 Apr 2019;12 May 2019;0;0;0
JGL AQM November - December 2020 (YT) - Faza 4 - Bumper;11510702051;In-stream video;1 Nov 2020;12 Dec 2020;0;0;0
Hervis Digi letak KW 1 January 2022 (DN) - CPC;19537366547;Display;9 Jan 2023;18 Jan 2023;0;0;0
Hervis Digi letak KW26 Jun - Jul 2023 (DN) - CPC;20324773663;Display;30 Jun 2023;9 Jul 2023;0;0;0
DIS_OMD_RS-EN_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_05.06.-30.07.GDN #2;21827445054;Display;22 Oct 2024;24 Dec 2024;0;0;0
Awareness_CPM_Croatia_GoogleAds_Hidra_EquityI-GDN-April-July2025;22429120937;Display;10 Apr 2025;6 Jul 2025;15,318,933;10,649;3849.29
Philips | TV | Q3 | 2020 | GDN;10582967261;Display;16 Jul 2020;31 Jul 2020;0;0;0
Philips | Handsticks | Q4 2020 | GDN mobile;11083812397;Display;10 Sept 2020;23 Dec 2020;0;0;0
Philips | AIR | Q4\Q1 | 2020\2021 | YT | seq;11657839893;In-stream video;18 Nov 2020;15 Jan 2021;0;0;0
Philips | HairCare | 2021 | Q1 | Mobile | GDN;12349901473;Display;16 Feb 2021;31 Mar 2021;0;0;0
Philips | Sonicare Burst | 2021 | Q1 + Q2  | YT;12496103694;In-stream video;8 Mar 2021;3 May 2021;0;0;0
Philips | Epilators Q2 | 2022 | GDN - PURCHASE;17423699167;Display;7 Jun 2022;30 Jun 2022;0;0;0
DG_OMD_SI-SL_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_05.05.-04.07.;22514311083;Demand Gen;6 May 2025;4 Jul 2025;1,584,015;40,733;2000.89
OMD_SRB_MG-MG_MultipleProducts_obbladeq22023_CF_05.06.2023_19.07.2023_GDN_consideration;20249055836;Display;5 Jun 2023;19 Jul 2023;0;0;0
VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_YT_20.2.-30.4.2024.;21039584837;In-stream video;20 Feb 2024;30 Apr 2024;0;0;0
JGL VIzol S 2017. YT 3 (suho);796379213;In-stream video;4 Apr 2017;31 May 2017;0;0;0
JGL AQM Classic December 2018. (YT);1661900157;In-stream video;20 Dec 2018;11 Jan 2019;0;0;0
JGL Meralys November 2019 (YT);7936261621;In-stream video;5 Nov 2019;5 Dec 2019;0;0;0
JGL Vizol S September - October 2020 (DN) - Students;11189393714;Display;23 Sept 2020;25 Oct 2020;0;0;0
JGL Vizol S Sep - Nov 2021 (YT) - TrueView For Reach - CPM;14715237806;In-stream video;20 Sept 2021;14 Nov 2021;0;0;0
JGL Aquamaris Jan-Feb 2022. (YT) - Bumper - CPM;15910995749;In-stream video;18 Jan 2022;28 Feb 2022;0;0;0
Dr. Oetker High Protein Pudding April 2024 (DN) - CPC;21161181562;Display;4 Apr 2024;10 Apr 2024;0;0;0
VID_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_08.10.-30.12.2024._YOUTUBE;21790210028;In-stream video;8 Oct 2024;24 Dec 2024;0;0;0
ne radi 3;21837853873;In-stream video;22 Oct 2024;24 Dec 2024;0;0;0
VID_OMD_RS-SR_MCC_MCCUnd_MCCUnd_MCCUnd_NA_GOO_BRD_Vera_18.4.-15.6.2025.;22450383483;In-stream video;18 Apr 2025;15 Jun 2025;3,230,411;7,615;2502.02
Elgrad  Feb - Mar 2025 (YT) - CPM;22273119028;In-stream video;21 Feb 2025;31 Mar 2025;1,030,895;1,224;2599.24
Philips_SLO_SoniCare_Mobile;1352435212;Display;13 Apr 2018;31 May 2018;0;0;0
Philips | Steam Generators | GDN rtg - Desktop | Q3 | 2020;10343782702;Display;19 Jun 2020;15 Jul 2020;0;0;0
Philips | Handsticks | Q4 2020 | YT;11094211827;In-stream video;11 Sept 2020;6 Dec 2020;0;0;0
Philips | Steamgenerators Q4 2020 | GDN mobile;11121799612;Display;14 Sept 2020;13 Nov 2020;0;0;0
Philips | OHC | Sonicare | Q4 2020 | GDN mobile;11410052825;Display;19 Oct 2020;18 Dec 2020;0;0;0
Philips | Shaving | GDN - RTG- Mobile | Q4 | 2020;11692785750;Display;23 Nov 2020;21 Dec 2020;0;0;0
Philips | Steamers Q2 | 2021 | GDN;13088050714;Display;15 May 2021;24 Jun 2021;0;0;0
Philips | Flosser Q2 | 2022 | YT;17468738340;In-stream video;13 Jun 2022;25 Jul 2022;0;0;0
2021_03_One_Blade_REM;12321709837;Display;1 Mar 2021;30 Mar 2021;0;0;0
VID_OMD_SI-SL_GB_BEA_HairCare_Straight&CurlerHE_RETUPGHC_GOO_BRD_SenseIQ_YT_20.2.-30.4.2024.;21035181033;In-stream video;21 Feb 2024;30 Apr 2024;0;0;0
VID_OMD_SI-SL_GB_BEA_HairCare_Straight&CurlerHE_RETUPGHC_GOO_BRD_SenseIQ_1.10.-15.12.2024.;21775324487;In-stream video;3 Oct 2024;15 Dec 2024;0;0;0
OMD_RS_BEA_IPL_lumeaq22022_CF_15.04.2022_30.06.2022_DIS;16914016922;Display;15 Apr 2022;30 Jun 2022;0;0;0
OMD_RS_MG_Hybrid_onebladeq22022_CF_26.06.2022_06.08.2022_DIS Remarketing;17569462517;Display;26 Jun 2022;6 Aug 2022;0;0;0
OMD_SRB_OHC-PT_MultipleProducts_sonicareq12023_CF_20.02.2023_15.04.2023_GDN_awareness;19716266072;Display;21 Feb 2023;15 Apr 2023;0;0;0
JGL Vizol S June 2020 (DN) - Mladi;10310026545;Display;15 Jun 2020;30 Jun 2020;0;0;0
Dr. Oetker greška 2;20508486884;In-stream video;1 Sept 2023;30 Sept 2023;0;0;0
Dr. Oetker Ristorante Feliciana Feb 2025 (YT) - Reach Mix - CPM;22200112980;In-stream video;7 Feb 2025;28 Feb 2025;1,546,935;1,078;1077.22
Hervis January 2026  - (DN) - CPM;23445037564;Display;9 Jan 2026;31 Jan 2026;0;0;0
Elgrad AT Digital September - December 2022 (YT) - CPM;19310368941;In-stream video;20 Dec 2022;30 Dec 2022;0;0;0
Philips | Coffee | Q4 | 2019 | Desktop | RTG;7865837663;Display;15 Nov 2019;31 Dec 2019;0;0;0
Philips | Coffee | Q3 | 2020 | GDN mobile;9544262396;Display;2 Mar 2020;15 Jul 2020;0;0;0
Philips | Coffee | Q3 | 2020 | GDN mobile RTG;9592231320;Display;10 Mar 2020;15 Jul 2020;0;0;0
Philips_Handsticks | GDN desktop | Q1 | 2020;9594068086;Display;9 Mar 2020;30 Apr 2020;0;0;0
Philips | Air | GDN - desktop+mobile RTG | Q1 | 2021;12661330274;Display;1 Apr 2021;1 May 2021;0;0;0
Philips | Handsticks Q2 | 2021 | GDN desktop;12987448021;Display;6 May 2021;24 Jun 2021;0;0;0
Philips Multigroomers 2022 Q2 awareness YT;16902208683;In-stream video;14 Apr 2022;30 May 2022;0;0;0
Philips - Sonicare Q4 - 2022 - GDN - CON;18812929358;Display;3 Nov 2022;15 Dec 2022;0;0;0
DG_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;22419187677;Demand Gen;9 Apr 2025;30 Jun 2025;701,099;19,249;1000
VID_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.10.-24.12.2025;23136133814;In-stream video;15 Oct 2025;24 Dec 2025;2,092,860;677;2448.52
OMD_RS_BEA-BEA_HairCare_haircareq42021_CF_01.10.2021_30.11.2021_DIS;14827811442;Display;1 Oct 2021;31 Dec 2021;0;0;0
OMD_SLO_MCC-MCC_InfantFeedingSolutions_aventq22023_CF_08.05.2023_08.07.2023_gdn_consideration;20111869870;Display;9 May 2023;8 Jul 2023;0;0;0
OMD_SLO_OHC-PT_MultipleProducts_powerflosserq22023_CF_19.06.2023_11.08.2023_gdn_performancemax;20296931446;Performance Max;19 Jun 2023;11 Aug 2023;0;0;0
OMD_SLO_BEA-BEA_IPL_lumeaq42023_CF_27.10.2023_24.12.2023_gdn_awareness;20736445813;Display;31 Oct 2023;24 Dec 2023;0;0;0
OMD_RS_BHIW_OralHygiene_sonicareq22022_CF_05.05.2022_15.06.2022_YT;17148552136;In-stream video;5 May 2022;15 Jun 2022;0;0;0
OMD_RS_MG_Hybrid_onebladeq22022_CF_15.06.2022_30.07.2022_DIS;17488770857;Display;15 Jun 2022;30 Jul 2022;0;0;0
OMD_SRB_MG-MG_MultipleProducts_obbladesq12023_CF_20.02.2023_15.04.2023_YouTube;19714965071;In-stream video;21 Feb 2023;15 Apr 2023;0;0;0
Maresyl - SLO Youtube;742358629;In-stream video;25 Jan 2017;14 Feb 2017;0;0;0
Vizol - SLO Display;854326249;Display;13 Jun 2017;11 Jul 2017;0;0;0
JGL AQM September - November 2020 (DN) - Faza 3;11204915440;Display;27 Sept 2020;20 Dec 2020;0;0;0
JGL Reflustat March 2022 (YT) - TrueView for Reach - CPM;16615541245;In-stream video;22 Mar 2022;24 Apr 2022;0;0;0
Dr. Oetker High Protein Pudding September 2024 (DN) - CPC;21649942444;Display;4 Sept 2024;25 Sept 2024;0;0;0
Dr. Oetker Božićna kampanja Nov-Dec 2024 (YT) - Reach Mix 2.0;21930149226;In-stream video;22 Nov 2024;24 Dec 2024;0;0;0
Dr. Oetker Turisti Jul - Aug 2025 (DN) - CPC;22774059526;Display;9 Jul 2025;31 Aug 2025;2,537,317;57,876;2416.27
Hervis SDXXL KW40 October 2023 (DN) - CPC;20616272337;Display;5 Oct 2023;8 Oct 2023;0;0;0
VID_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare Prestige_20.08.-30.09._Youtube;21611237965;In-stream video;20 Aug 2024;30 Sept 2024;0;0;0
DG_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade 1 st shave 9.9.-9.10.2024._teens;21678400038;Demand Gen;9 Sept 2024;9 Oct 2024;0;0;0
DG_OMD_ME-EN_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_18.10.-24.12.2024.;21833972135;Demand Gen;22 Oct 2024;24 Dec 2024;0;0;0
DG_OMD_RS-SR_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom_15.04.-04.06..;22448324377;Demand Gen;15 Apr 2025;4 Jun 2025;5,446,112;152,631;1750.12
Hidra Equity - Ivica Kostelić May - June 2024 (YT) - Reach Mix - 2.0;21297568208;In-stream video;16 May 2024;11 Jun 2024;0;0;0
Elgrad GDN Always On 2025 (DN) - CPC;22257842791;Display;18 Feb 2025;31 Dec 2025;11,158,071;87,151;6532.83
Philips | Lumea | GDN | Q2/3 | 2020;10186594944;Display;1 Jun 2020;30 Jul 2020;0;0;0
Philips | OHC | Sonicare | YT bumper | Q3 | 2020;10256644559;In-stream video;9 Jun 2020;8 Jul 2020;0;0;0
Philips | Steamers | GDN rtg mobile | Q3 | 2020;10275955096;Display;11 Jun 2020;30 Jun 2020;0;0;0
Philips | Steamgenerators Q1 2021 | GDN desktop RTG;12526460281;Display;16 Mar 2021;30 Apr 2021;0;0;0
Philips | Steamgenerators Q1 2021 | YT;12528321579;In-stream video;16 Mar 2021;30 Apr 2021;0;0;0
Philips | Coffee Q2 | 2021 | GDN;12796437330;Display;20 Apr 2021;19 Jun 2021;0;0;0
OMD_SLO_BEA-BEA_IPL_lumeaminiq12023_CF_02.01.2023_20.01.2023_GDN_consideration;19470923251;Display;3 Jan 2023;20 Jan 2023;0;0;0
2020_07_Garment_Care_GDN_REM;10438483882;Display;1 Jul 2020;15 Jul 2020;0;0;0
2020_10_Handsticks_REM;11080214768;Display;1 Oct 2020;15 Nov 2020;0;0;0
2021_05_Steamers_GDN;13086114930;Display;15 May 2021;24 Jun 2021;0;0;0
OMD_RS_MG-MG_Hybrid_onebladeq42021_CF_01.10.2021_30.11.2021_DIS;14828963731;Display;1 Oct 2021;30 Nov 2021;0;0;0
OMD_SLO_BRAND-BRAND_CrossProduct_philipsq22023_CF_01.06.2023_30.06.2023_gdn_consideration;20221929012;Display;12 Jun 2023;30 Jun 2023;0;0;0
OMD_SLO_BRAND-BRAND_CrossProduct_backtoroutine_CF_01.09.2023_08.10.2023_gdn;20506678725;Display;1 Sept 2023;10 Oct 2023;0;0;0
OMD_SLO_BEA-BEA_MultipleProducts_haircareq42023_CF_26.9.-30.10.2023_gdn_consideration_rt;20585695386;Display;27 Sept 2023;31 Oct 2023;0;0;0
DG_OMD_SI-EN_MCC_MCC_Comforting_Soothers_NA_GOO_BRD_Avent Soothers 1.11.-31.12.2024.;21863720765;Demand Gen;1 Nov 2024;31 Dec 2024;0;0;0
PMAX_OMD_SI-SL_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_SHAVER_6.11.-20.12.2024.;21890138398;Performance Max;7 Nov 2024;20 Dec 2024;0;0;0
OMD_RS_BHIW_OralHygiene_sonicareq42022_CF_15.11.2022_15.12.2022;18871833999;In-stream video;15 Nov 2022;15 Dec 2022;0;0;0
OMD_SRB_OHC-PT_MultipleProducts_sonicareq12023_CF_20.02.2023_15.04.2023_youtube;19716467695;In-stream video;21 Feb 2023;15 Apr 2023;0;0;0
DG_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_DG_20.10.-31.12.2025.;23168364167;Demand Gen;22 Oct 2025;31 Dec 2025;107,024;2,740;715.51
SenseIQ Greška;23512927855;Demand Gen;1 Feb 2026;30 Mar 2026;0;0;0
JGL AQM Classic March 2019 (YT) #2;1772173084;In-stream video;11 Apr 2019;31 Dec 2019;0;0;0
jgl | pablo | bf | display | custom audience | competition;11700483792;Display;27 Nov 2020;30 Nov 2020;0;0;0
JGL AQM Clean January - February 2021 (DN) - CPC;12078326537;Display;14 Jan 2021;28 Feb 2021;0;0;0
Dr. Oetker Creative Pudding Mar - Apr 2023 (YT) - CPM;19850337038;In-stream video;20 Mar 2023;9 Apr 2023;0;0;0
Dr. Oetker Božićna kampanja Nov - Dec 2025 (DN) - CPC;23304217154;Display;26 Nov 2025;24 Dec 2025;1,656,549;34,164;1795.45
PMAX_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade 1.10.-30.11.2024._P.MAX;21774697810;Performance Max;2 Oct 2024;30 Nov 2024;0;0;0
PMAX_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_20.1.-7.4.;22145408123;Performance Max;20 Jan 2025;7 Apr 2025;386,699;8,778;1050.11
DG_OMD_RS-SR_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_05.05.-04.07.;22514381406;Demand Gen;6 May 2025;4 Jul 2025;3,817,682;109,054;1199.95
Coors_Hidra_Local_HR_KN_U21 sleek Can_June2023;20226591978;In-stream video;1 Jun 2023;31 Jul 2023;0;0;0
Greška;20235959020;In-stream video;1 Jun 2023;31 Jul 2023;0;0;0
Philips_Handsticks_Q4_2019;6625380374;Display;1 Oct 2019;30 Nov 2019;0;0;0
Philips | HairCare | 2021 | Q1 | RTG-Mobile | GDN;12374005147;Display;20 Feb 2021;31 Mar 2021;0;0;0
DG_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_15.10-15.12.2025.;23142265184;Demand Gen;16 Oct 2025;15 Dec 2025;235,575;2,977;1249.92
DG_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_DG_20.10.-31.12.2025.;23163083511;Demand Gen;22 Oct 2025;31 Dec 2025;152,701;1,995;602.14
2020_06_Lumea_YT;10188810694;In-stream video;1 Jun 2020;31 Jul 2020;0;0;0
2020_07_One_Blade_GDN #2;11362418152;Display;14 Oct 2020;31 Dec 2037;0;0;0
2021_01_Air_YT;11960353635;In-stream video;1 Jan 2021;15 Jan 2021;0;0;0
2021_05_Lumea_GDN_Rem;12873855735;Display;27 Apr 2021;15 Jul 2021;0;0;0
2021_05_Handsticks_YT;13086037638;In-stream video;15 May 2021;24 Jun 2021;0;0;0
OMD_SI_OHC-PT_MultipleProducts_sfkq3_CF_15.9.2023_31.10.2023_GDN_consideration;20556399500;Display;15 Sept 2023;31 Oct 2023;0;0;0
OMD_SLO_MCC-MCC_InfantFeedingSolutions_aventq42023_CF_1.10.2023_30.11.2023_discovery;20608674687;Demand Gen;3 Oct 2023;30 Nov 2023;0;0;0
OMD_SLO_MG-MG_MultipleProducts_obbladeq42023_CF_10.10.2023_25.11.2023_GDN_remarketing;20646310936;Display;10 Oct 2023;25 Nov 2023;0;0;0
VID_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_YT_20.2.-30.4.2024.;21042907897;In-stream video;20 Feb 2024;30 Apr 2024;0;0;0
VID_OMD_SI-SL_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Youtube_4.3.-15.4.2025.;22305823658;In-stream video;4 Mar 2025;15 Apr 2025;768,609;702;999.82
OMD_RS_MG_Grooming_multigroomq22022_CF_15.04.2022_30.05.2022_DIS;16901057715;Display;15 Apr 2022;30 May 2022;0;0;0
OMD_RS_BEA_IPL_lumeaq22022_CF_20.04.2022_06.07.2022_DIS Remarketing;16959255783;Display;20 Apr 2022;6 Jul 2022;0;0;0
Hervis Otvorenje Vinkovci KW17 April 2023 (DN) - CPC;20030863828;Display;24 Apr 2023;26 Apr 2023;0;0;0
DIS_OMD_RS-EN_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_05.06.-30.07.GDN;21418234772;Display;27 Jun 2024;30 Jul 2024;0;0;0
DG_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade 1.10.-30.11.2024._DemandGen;21774697807;Demand Gen;2 Oct 2024;30 Nov 2024;0;0;0
PMAX_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22258179016;Performance Max;18 Feb 2025;14 Apr 2025;1,228,953;11,567;1846.88
DG_OMD_RS-SR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;22305875906;Demand Gen;4 Mar 2025;15 Apr 2025;5,557,056;154,457;1999.85
DG_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.10.-24.12.2025;23140250137;Demand Gen;15 Oct 2025;24 Dec 2025;254,159;12,277;1305.73
Philips_Avent_Display_2017;995143854;Display;24 Nov 2017;24 Dec 2017;0;0;0
Philips_Lumea_Q4_2019_GDN_RTG;6926657753;Display;1 Nov 2019;15 Dec 2019;0;0;0
Philips | OHC | Sonicare | Q4 2020 | GDN desktop;11409855793;Display;19 Oct 2020;18 Dec 2020;0;0;0
Philips | Air | GDN - Desktop | Q4 | 2020;11726710988;Display;27 Nov 2020;14 Feb 2021;0;0;0
Philips | Steamgenerators Q1 2021 | GDN mobile;12528253374;Display;16 Mar 2021;30 Apr 2021;0;0;0
Philips - OneBlade Q4 - 2022 - GDN - AWA;18517483323;Display;5 Oct 2022;30 Nov 2022;0;0;0
OMD_SLO_BEA-BEA_IPL_lumeaq12023_CF_10.02.2023_15.03.2023_gdn_performancemax;19661268207;Performance Max;10 Feb 2023;15 Mar 2023;0;0;0
2020_06_Lumea_YT_V2;10367879964;In-stream video;22 Jun 2020;31 Jul 2020;0;0;0
2021_02_Air_YT;11964552427;In-stream video;1 Feb 2021;28 Feb 2021;0;0;0
2021_02_One_Blade_GDN;12321651298;Display;15 Feb 2021;30 Mar 2021;0;0;0
2021_05_Espresso_GDN;12862322310;Display;1 May 2021;24 Jun 2021;0;0;0
