Campaign;Account;Campaign ID;Impr.;Clicks;CTR;Avg. CPM;Avg. CPC;TrueView views;TrueView avg. CPV;Cost_Original;Conversions;Conv. rate;Cost / conv.;Cost;YouTube_Ad_Formats;Target_Countries;Number_of_Countries;Has_Demographics;Demographics_Segments_Count;Demographics_Label;Has_Interests;Interest_Segments_Count;Interests_Label;Start_Date;End_Date;Peak_Reach;Active_Quarters;Cost_Original_Global;Campaign bid strategy type;Target;Brand;Ad_Format;Date_Range;Bid_Strategy_Short;Goal;Standardized_Campaign_Name
Kaufland - Impuls - Kaufland Card - NEO konkurencija - 100ti kupac - Split - Jan-Feb 2025 (DN) - CPM;Kaufland_Display_HR;22094960787;3,464,953;4,056;0.12%;0.29;0.25;0;0.0;999.98;148.63;3.66%;6.73;999.98;Non-YouTube Format;Croatia;1;True;21;Available;True;17;Available;7 Jan 2025;4 Feb 2025;540134;Q1;999.98;Viewable CPM;65+ | All;Kaufland;Other;Jan-Feb 25;vCPM;Awareness;Kaufland | Other | 65+ | All | Jan-Feb 25 | vCPM | Awareness
Kaufland - Impuls - Image - CSR - KŠViP - 2. val - Apr-May 2025 (DN) - CPC;Kaufland_Display_HR;22504315132;1,236,833;9,520;0.77%;1.03;0.13;0;0.0;1271.73;264.6;2.78%;4.81;1244.3;Non-YouTube Format;Australia, Belgium, Bulgaria, Canada, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, Germany, Greece, Guadeloupe, Hong Kong, Hungary, Iceland, Israel, Japan, Latvia, Lithuania, Luxembourg, Macao, Malta, Netherlands, New Zealand, Nigeria, Norway, Oman, Poland, Portugal, Qatar, Reunion, Romania, Saudi Arabia, Singapore, Slovakia, South Africa, South Korea, Sweden, Switzerland, United States;41;True;21;Available;True;31;Available;30 Apr 2025;13 May 2025;387902;Q2;1271.73;Maximise clicks;65+ | All;Kaufland;Other;Apr-May 25;MaxClicks;Consideration;Kaufland | Other | 65+ | All | Apr-May 25 | MaxClicks | Consideration
Unlimited10Apr25_SDA_IndoorCleaning_VacuumCleaners_Flight;HR_Bosch_SDA_GDN_404Agency_EUR_AlwaysOn;22401215921;2,866,641;46,801;1.63%;1.4;0.09;51,217;0.05;3999.97;26;0.01%;153.85;3999.97;Non-YouTube Format;Croatia;1;True;21;Available;True;1;Available;2 Apr 2025;31 Jul 2025;201624;Q2, Q3;3999.97;Maximise clicks;65+ | All;Bosch;Other;Apr-Jul 25;MaxClicks;Consideration;Bosch | Other | 65+ | All | Apr-Jul 25 | MaxClicks | Consideration
GDN_GDN_Range_nd_Bosch Kuhaj zdravo_Promocija_HR;HR_Bosch_MDA_GDN_404Agency_EUR_AlwaysOn;21975804918;13,238,751;244,316;1.85%;0.44;0.02;0;0.0;5800.45;39;0.02%;148.73;5800.45;Non-YouTube Format;Croatia;1;True;21;Available;True;17;Available;3 Dec 2024;30 Apr 2025;962522;Q1, Q2;5800.45;Maximise clicks;65+ | All;Bosch;Display;Dec-Apr 24;MaxClicks;Consideration;Bosch | Display | 65+ | All | Dec-Apr 24 | MaxClicks | Consideration
Kaufland - SuperSommer - 1., 2., 3., 4., 5., 6. i 7. val - 2025 (DN) - CPM - Other languages;Kaufland_Display_HR;22609066737;24,063,846;39,285;0.16%;0.29;0.18;0;0.0;6986.83;501.89;1.28%;13.92;6986.82;Non-YouTube Format;Bosnia and Herzegovina, Croatia;2;True;21;Available;True;2;Available;1 Jun 2025;14 Sept 2025;1157367;Q2, Q3;6986.83;Viewable CPM;65+ | All;Kaufland;Other;Jun-Sep 25;vCPM;Awareness;Kaufland | Other | 65+ | All | Jun-Sep 25 | vCPM | Awareness
SusiliceSep25_MDA_LaundryCare_Dryers_Flight_GGL;HR_Bosch_MDA_GDN_404Agency_EUR_AlwaysOn;23018167917;3,491,713;137,048;3.92%;0.94;0.02;271,841;0.01;3277.25;149.28;0.03%;21.95;3277.25;Non-YouTube Format;Croatia;1;True;21;Available;True;11;Available;16 Sept 2025;30 Nov 2025;452009;Q3, Q4;3277.25;Maximise clicks;65+ | All;Bosch;Other;Sep-Nov 25;MaxClicks;Consideration;Bosch | Other | 65+ | All | Sep-Nov 25 | MaxClicks | Consideration
Kaufland - Impuls - Kaufland Card - Blue Tuesday - July 2025 (DN) - CPC;Kaufland_Display_HR;22832422795;1,541,152;27,991;1.82%;0.65;0.04;0;0.0;996.21;227.21;0.81%;4.38;996.21;Non-YouTube Format;Croatia;1;True;21;Available;True;17;Available;26 Jul 2025;29 Jul 2025;325830;Q3;996.21;Maximise clicks;65+ | All;Kaufland;Other;Jul 25;MaxClicks;Consideration;Kaufland | Other | 65+ | All | Jul 25 | MaxClicks | Consideration
202503//Bref//TWC Cat Growth CX 24//Consumption campaign//video//Trueview;CEE//HR//L//TWC//Clean & fresh toilet//Bref;22332695936;3,419,181;3,540;0.10%;2.17;2.1;0;0.0;7431.2;0;0.00%;0.0;7431.2;Non-skippable in-stream;Croatia;1;True;21;Available;True;1;Available;12 Mar 2025;29 Jun 2025;816159;Q1, Q2;7431.2;Target CPM;65+ | All;Bref;YouTube Non-Skip;Mar-Jun 25;tCPM;Awareness;Bref | YouTube Non-Skip | 65+ | All | Mar-Jun 25 | tCPM | Awareness
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Feb 2025 (DN) - CPC;Kaufland_Display_HR;22261718856;1,975,863;29,716;1.50%;0.75;0.05;0;0.0;1488.45;443.92;1.49%;3.35;1488.45;Non-YouTube Format;Croatia;1;True;21;Available;True;17;Available;23 Feb 2025;25 Feb 2025;402083;Q1;1488.45;Maximise clicks;65+ | All;Kaufland;Other;Feb 25;MaxClicks;Consideration;Kaufland | Other | 65+ | All | Feb 25 | MaxClicks | Consideration
Kaufland - Impuls - Kaufland Card Rođendan - Oct - Nov 2025 (DN) - CPC;Kaufland_Display_HR;23135201942;1,412,354;21,589;1.53%;0.71;0.05;0;0.0;998.33;119.65;0.55%;8.34;998.33;Non-YouTube Format;Croatia;1;True;21;Available;True;17;Available;15 Oct 2025;11 Nov 2025;370182;Q4;998.33;Maximise clicks;65+ | All;Kaufland;Other;Oct-Nov 25;MaxClicks;Consideration;Kaufland | Other | 65+ | All | Oct-Nov 25 | MaxClicks | Consideration
Demand_Gen_Food_KitchenMachines_Kuhinjski_robot_MUM6_2025_HR;HR_Bosch_SDA_GDN_404Agency_EUR_AlwaysOn;22339789598;6,010,847;118,271;1.97%;0.58;0.03;0;0.0;3502.04;21;0.02%;166.76;3502.04;Non-YouTube Format;Croatia;1;True;21;Available;True;13;Available;15 Mar 2025;31 May 2025;738219;Q1, Q2;3502.04;Maximise clicks;65+ | All;Bosch;Demand Gen;Mar-May 25;MaxClicks;Consideration;Bosch | Demand Gen | 65+ | All | Mar-May 25 | MaxClicks | Consideration
Demand_Gen_Food_AirFryer_2025_Flight_HR;HR_Bosch_SDA_GDN_404Agency_EUR_AlwaysOn;23064041271;7,212,088;156,279;2.17%;0.95;0.04;284,365;0.01;6815.68;23,056.82;3.81%;0.3;6815.68;Non-YouTube Format;Croatia;1;True;21;Available;True;12;Available;1 Oct 2025;30 Dec 2025;1065288;Q4;6815.68;Maximise clicks;65+ | All;Bosch;Demand Gen;Oct-Dec 25;MaxClicks;Consideration;Bosch | Demand Gen | 65+ | All | Oct-Dec 25 | MaxClicks | Consideration
Demand_Gen_DishCare_Dishwashers_2025_Finish_HR;HR_Bosch_MDA_GDN_404Agency_EUR_AlwaysOn;23069848067;5,442,597;113,321;2.08%;0.72;0.03;21,910;0.03;3940.57;107.23;0.08%;36.75;3940.57;Non-YouTube Format;Croatia;1;True;21;Available;True;11;Available;1 Oct 2025;30 Nov 2025;808817;Q4;3940.57;Target CPC;65+ | All;Bosch;Demand Gen;Oct-Nov 25;Target CPC;Consideration;Bosch | Demand Gen | 65+ | All | Oct-Nov 25 | Target CPC | Consideration
202502//Ceresit STOP//Activation Aero 360°//Aero 360°;CEE//HR//A//Humidity Absorbers//Trusted Building Competence//Ceresit Stop;22215726132;1,612,273;24,501;1.52%;0.8;0.05;0;0.0;1283.14;0;0.00%;0.0;1283.14;Non-YouTube Format;Croatia;1;True;21;Available;True;11;Available;11 Feb 2025;5 Mar 2025;555098;Q1;1283.14;Maximise clicks;65+ | All;CEE;Other;Feb-Mar 25;MaxClicks;Consideration;CEE | Other | 65+ | All | Feb-Mar 25 | MaxClicks | Consideration
Kaufland - SuperSommer - 1., 2., 3., 4., 5., 6. i 7. val - 2025 (DN) - CPM - Slovenian language;Kaufland_Display_HR;22609067442;2,722,141;3,627;0.13%;0.29;0.22;0;0.0;795.54;125.03;3.45%;6.36;795.54;Non-YouTube Format;Croatia;1;True;21;Available;True;3;Available;1 Jun 2025;14 Sept 2025;204302;Q2, Q3;795.54;Viewable CPM;65+ | All;Kaufland;Other;Jun-Sep 25;vCPM;Awareness;Kaufland | Other | 65+ | All | Jun-Sep 25 | vCPM | Awareness
Kaufland - Impuls - Božić - Nov-Dec - (DN) - CPC;Kaufland_Display_HR;23259493185;5,365,916;106,244;1.98%;0.73;0.04;0;0.0;3943.72;2,299.39;2.16%;1.72;3943.72;Non-YouTube Format;Croatia;1;True;21;Available;True;17;Available;14 Nov 2025;24 Dec 2025;752933;Q4;3943.72;Maximise clicks;65+ | All;Kaufland;Other;Nov-Dec 25;MaxClicks;Consideration;Kaufland | Other | 65+ | All | Nov-Dec 25 | MaxClicks | Consideration
Kaufland - Dex Rock - Jul-Aug 2025 (DN) - CPM;Kaufland_Display_HR;22797257519;4,431,659;3,602;0.08%;0.23;0.28;0;0.0;999.86;59.72;1.66%;16.74;999.86;Non-YouTube Format;Croatia;1;True;21;Available;True;24;Available;15 Jul 2025;12 Aug 2025;642248;Q3;999.86;Viewable CPM;65+ | All;Kaufland;Other;Jul-Aug 25;vCPM;Awareness;Kaufland | Other | 65+ | All | Jul-Aug 25 | vCPM | Awareness
DemandGen_DishCare_Dishwashers__Finish_HR;HR_Bosch_MDA_GDN_404Agency_EUR_AlwaysOn;22152792419;6,148,407;132,237;2.15%;0.54;0.03;0;0.0;3316.08;0;0.00%;0.0;3316.08;Non-YouTube Format;Croatia;1;True;21;Available;True;11;Available;22 Jan 2025;31 Mar 2025;783683;Q1;3316.08;Maximise clicks;65+ | All;Bosch;Demand Gen;Jan-Mar 25;MaxClicks;Consideration;Bosch | Demand Gen | 65+ | All | Jan-Mar 25 | MaxClicks | Consideration
Kaufland - Impuls - Image - Price - Cjenovna kampanja - Sept-Oct 2025 (DG) - CPC;Kaufland_Display_HR;22973235801;3,013,688;61,282;2.03%;0.51;0.03;0;0.0;1537.75;10,703.36;17.46%;0.14;1537.75;Non-YouTube Format;Croatia;1;True;21;Available;True;35;Available;3 Sept 2025;30 Sept 2025;591030;Q3;1537.75;Maximise clicks;65+ | All;Kaufland;Demand Gen;Sep 25;MaxClicks;Consideration;Kaufland | Demand Gen | 65+ | All | Sep 25 | MaxClicks | Consideration
XXLhladnjaciMay25_MDA_Refrigeration_Fridges_Flight;HR_Bosch_MDA_GDN_404Agency_EUR_AlwaysOn;22562643721;5,766,124;176,167;3.06%;0.62;0.02;321,897;0.01;3577.81;322.86;0.06%;11.08;3577.81;Non-YouTube Format;Croatia;1;True;21;Available;True;12;Available;15 May 2025;31 Aug 2025;703765;Q2, Q3;3577.81;Maximise clicks;65+ | All;Bosch;Other;May-Aug 25;MaxClicks;Consideration;Bosch | Other | 65+ | All | May-Aug 25 | MaxClicks | Consideration
Kaufland - Impuls - Other - Online katalog - Guilty pleasures - Jan 2025 (DN) - CPC;Kaufland_Display_HR;22104822958;1,884,786;41,683;2.21%;0.74;0.03;0;0.0;1402.52;3,651.28;8.76%;0.38;1402.85;Non-YouTube Format;Croatia;1;True;21;Available;True;17;Available;7 Jan 2025;18 Jan 2025;450235;Q1;1402.52;Maximise clicks;65+ | All;Kaufland;Other;Jan 25;MaxClicks;Consideration;Kaufland | Other | 65+ | All | Jan 25 | MaxClicks | Consideration
UHU Super Glue Control April 2025 (YT) - Bumper - CPM;UHU EUR;22424964895;4,211,116;9,889;0.23%;1.83;0.78;11,874;0.06;7718.03;0;0.00%;0.0;7718.03;Bumper, Shorts;Croatia;1;True;21;Available;True;13;Available;8 Apr 2025;15 May 2025;1012957;Q2;7718.03;Target CPM;65+ | All;UHU EUR;YouTube Bumper;Apr-May 25;tCPM;Awareness;UHU EUR | YouTube Bumper | 65+ | All | Apr-May 25 | tCPM | Awareness
UHU BTS Aug - Sep 2025 (YT) - Bumper - CPM;UHU EUR;22914435242;2,053,190;3,279;0.16%;1.39;0.87;37,849;0.02;2849.25;0;0.00%;0.0;2849.25;Bumper, In-feed, Shorts;Croatia;1;True;21;Available;True;17;Available;18 Aug 2025;14 Sept 2025;518210;Q3;2849.25;Target CPM;65+ | All;UHU EUR;YouTube Bumper;Aug-Sep 25;tCPM;Awareness;UHU EUR | YouTube Bumper | 65+ | All | Aug-Sep 25 | tCPM | Awareness
LOC_HRV_HR_BAR_BLUE_NA_Always-on_AO_NA_2025-01-01_2025-12-31-Trueview;Barilla_Youtube_EUR_OMDHR;22183805418;3,835,675;2,034;0.05%;1.54;2.91;1,394,905;0.0;5910.23;12;0.00%;492.52;5910.23;In-feed, Skippable in-stream;Croatia;1;True;21;Available;True;20;Available;3 Feb 2025;30 Jun 2025;601595;Q1, Q2;5910.23;Target CPV;65+ | All;Barilla;YouTube In-Stream;Feb-Jun 25;tCPV;Consideration;Barilla | YouTube In-Stream | 65+ | All | Feb-Jun 25 | tCPV | Consideration
Rio Mare Pate Mayo October 2025 (YT) - CPM - 2;Rio Mare EUR;23151406242;2,070,787;1,449;0.07%;1.72;2.46;386,426;0.01;3563.67;0;0.00%;0.0;3563.67;In-feed, Shorts, Skippable in-stream;Croatia;1;True;21;Available;True;10;Available;20 Oct 2025;14 Nov 2025;846649;Q4;3563.67;Target CPM;65+ | All;Rio Mare EUR;YouTube In-Stream;Oct-Nov 25;tCPM;Awareness;Rio Mare EUR | YouTube In-Stream | 65+ | All | Oct-Nov 25 | tCPM | Awareness
Rio Mare For Oceans Jun 2025 (YT) - CPV;Rio Mare EUR;22629192638;1,470,854;2,395;0.16%;3.4;2.09;859,149;0.01;4997.56;0;0.00%;0.0;4997.56;In-feed, Skippable in-stream;Croatia;1;True;21;Available;True;10;Available;5 Jun 2025;30 Jun 2025;593275;Q2;4997.56;Target CPV;65+ | All;Rio Mare EUR;YouTube In-Stream;Jun 25;tCPV;Consideration;Rio Mare EUR | YouTube In-Stream | 65+ | All | Jun 25 | tCPV | Consideration
Rio Mare For Oceans Jun 2025 (YT) - Bumper;Rio Mare EUR;22623027750;1,345,763;2,155;0.16%;1.56;0.97;0;0.0;2097.35;0;0.00%;0.0;2097.35;Bumper;Croatia;1;True;21;Available;True;22;Available;5 Jun 2025;30 Jun 2025;666161;Q2;2097.35;Target CPM;65+ | All;Rio Mare EUR;YouTube Bumper;Jun 25;tCPM;Awareness;Rio Mare EUR | YouTube Bumper | 65+ | All | Jun 25 | tCPM | Awareness
Borotalco Men Aug - Sep 2025 (CPM) - Bumper;Borotalco EUR;22928971609;1,737,161;3,212;0.18%;1.52;0.82;0;0.0;2637.96;0;0.00%;0.0;2637.96;Bumper;Croatia;1;True;21;Available;True;12;Available;21 Aug 2025;5 Sept 2025;792454;Q3;2637.96;Target CPM;65+ | All;Borotalco EUR;YouTube Bumper;Aug-Sep 25;tCPM;Awareness;Borotalco EUR | YouTube Bumper | 65+ | All | Aug-Sep 25 | tCPM | Awareness
Rio Mare Great Taste December 2025 (YT) - CPM;Rio Mare EUR;23345854229;3,684,245;4,118;0.11%;1.61;1.44;710,077;0.01;5939.42;0;0.00%;0.0;5939.42;In-feed, Shorts, Skippable in-stream;Croatia;1;True;21;Available;True;9;Available;9 Dec 2025;31 Dec 2025;1100140;Q4;5939.42;Target CPM;65+ | All;Rio Mare EUR;YouTube In-Stream;Dec 25;tCPM;Awareness;Rio Mare EUR | YouTube In-Stream | 65+ | All | Dec 25 | tCPM | Awareness
Borotalco Pure June 2025 (Bumper);Borotalco EUR;22711295453;2,410,310;3,961;0.16%;1.58;0.96;0;0.0;3799.92;0;0.00%;0.0;3799.92;Bumper;Croatia;1;True;21;Available;True;11;Available;24 Jun 2025;31 Jul 2025;1035204;Q2, Q3;3799.92;Target CPM;65+ | All;Borotalco EUR;YouTube Bumper;Jun-Jul 25;tCPM;Awareness;Borotalco EUR | YouTube Bumper | 65+ | All | Jun-Jul 25 | tCPM | Awareness
Borotalco Pure June 2025 (CPV);Borotalco EUR;22714966255;5,261,165;2,800;0.05%;1.48;2.79;2,187,514;0.0;7799.0;0;0.00%;0.0;7799.0;In-feed, Skippable in-stream;Croatia;1;True;21;Available;True;11;Available;24 Jun 2025;31 Jul 2025;919833;Q2, Q3;7799.0;Target CPV;65+ | All;Borotalco EUR;YouTube In-Stream;Jun-Jul 25;tCPV;Consideration;Borotalco EUR | YouTube In-Stream | 65+ | All | Jun-Jul 25 | tCPV | Consideration
Borotalco Men Aug - Sep 2025 (CPV) - VVC;Borotalco EUR;22919079036;1,935,960;3,890;0.20%;2.2;1.09;998,717;0.0;4259.3;0;0.00%;0.0;4259.3;In-feed, Skippable in-stream;Croatia;1;True;21;Available;True;12;Available;21 Aug 2025;5 Sept 2025;554630;Q3;4259.3;Target CPV;65+ | All;Borotalco EUR;YouTube In-Stream;Aug-Sep 25;tCPV;Consideration;Borotalco EUR | YouTube In-Stream | 65+ | All | Aug-Sep 25 | tCPV | Consideration
UHU BTS Aug - Sep 2025 (DN) - CPM;UHU EUR;22917978217;11,143,186;11,706;0.11%;0.16;0.15;0;0.0;1799.49;0;0.00%;0.0;1799.49;Non-YouTube Format;Croatia;1;True;21;Available;True;11;Available;18 Aug 2025;14 Sept 2025;287485;Q3;1799.49;Viewable CPM;65+ | All;UHU EUR;Other;Aug-Sep 25;vCPM;Awareness;UHU EUR | Other | 65+ | All | Aug-Sep 25 | vCPM | Awareness
Rio Mare Insalatissime Apr - May 2025 (YT) - CPM;Rio Mare EUR;22422142785;2,643,686;5,368;0.20%;1.51;0.74;428,839;0.01;3998.99;0;0.00%;0.0;3998.99;Shorts, Skippable in-stream;Croatia;1;True;21;Available;True;1;Available;10 Apr 2025;5 May 2025;772745;Q2;3998.99;Target CPM;65+ | All;Rio Mare EUR;YouTube In-Stream;Apr-May 25;tCPM;Awareness;Rio Mare EUR | YouTube In-Stream | 65+ | All | Apr-May 25 | tCPM | Awareness
Rio Mare Pate Mayo October 2025 (YT) - CPM;Rio Mare EUR;23125923104;233,347;239;0.10%;1.87;1.82;28,609;0.02;435.87;0;0.00%;0.0;435.87;In-feed, Shorts, Skippable in-stream;Croatia;1;True;21;Available;True;14;Available;14 Oct 2025;31 Oct 2025;176610;Q4;435.87;Target CPM;65+ | All;Rio Mare EUR;YouTube In-Stream;Oct 25;tCPM;Awareness;Rio Mare EUR | YouTube In-Stream | 65+ | All | Oct 25 | tCPM | Awareness
Rio Mare Sicily August 2025 (YT) - CPM;Rio Mare EUR;22857496712;4,160,557;5,136;0.12%;0.96;0.78;29,259;0.02;4000.26;0;0.00%;0.0;4000.26;Bumper, In-feed, Shorts, Skippable in-stream;Croatia;1;True;21;Available;True;1;Available;1 Aug 2025;31 Aug 2025;1361956;Q3;4000.26;Target CPM;65+ | All;Rio Mare EUR;YouTube In-Stream;Aug 25;tCPM;Awareness;Rio Mare EUR | YouTube In-Stream | 65+ | All | Aug 25 | tCPM | Awareness
Rio Mare Filodolio May - Jun 2025 (YT) - CPV;Rio Mare EUR;22524793110;3,155,186;3,607;0.11%;2.45;2.14;1,773,716;0.0;7724.17;0;0.00%;0.0;7724.17;In-feed, Shorts, Skippable in-stream;Croatia;1;True;21;Available;True;15;Available;8 May 2025;7 Jun 2025;686410;Q2;7724.17;Target CPV;65+ | All;Rio Mare EUR;YouTube In-Stream;May-Jun 25;tCPV;Consideration;Rio Mare EUR | YouTube In-Stream | 65+ | All | May-Jun 25 | tCPV | Consideration
LOC_HRV_HR_BAR_PESS_NA_Pesto-March_PR_NA_2025-03-10_2025-03-30_NA;Barilla_Youtube_EUR_OMDHR;22306320697;1,831,520;1,817;0.10%;2.08;2.09;974,013;0.0;3802.42;51.06;0.00%;74.46;3802.42;In-feed, Skippable in-stream;Croatia;1;True;21;Available;True;7;Available;10 Mar 2025;30 Mar 2025;664048;Q1;3802.42;Target CPV;65+ | All;Barilla;YouTube In-Stream;Mar 25;tCPV;Consideration;Barilla | YouTube In-Stream | 65+ | All | Mar 25 | tCPV | Consideration
LOC_HRV_HR_BAR_BLUE_NA_Togetherness_PR_NA_2025-03-17_2025-04-13_NA;Barilla_Youtube_EUR_OMDHR;22309984514;1,763,322;1,379;0.08%;2.05;2.63;905,208;0.0;3621.09;10;0.00%;362.11;3621.09;In-feed, Skippable in-stream;Croatia;1;True;21;Available;True;7;Available;17 Mar 2025;13 Apr 2025;454000;Q1, Q2;3621.09;Target CPV;65+ | All;Barilla;YouTube In-Stream;Mar-Apr 25;tCPV;Consideration;Barilla | YouTube In-Stream | 65+ | All | Mar-Apr 25 | tCPV | Consideration
Cupra Formentor Jul - Aug 2025 (YT) - CPM;Porsche Cupra 2023;22779402390;5,702,105;4,787;0.08%;0.88;1.04;1,082,304;0.0;5001.47;219.58;0.02%;22.78;5001.47;In-feed, Shorts, Skippable in-stream;Croatia;1;True;21;Available;True;13;Available;11 Jul 2025;31 Aug 2025;1355339;Q3;5001.47;Target CPM;65+ | All;Porsche;YouTube In-Stream;Jul-Aug 25;tCPM;Awareness;Porsche | YouTube In-Stream | 65+ | All | Jul-Aug 25 | tCPM | Awareness
Cupra Formentor PHEV - May - Jun 2025 (PMAX) - CPA;Porsche Cupra 2023;22596409384;7,187,267;21,807;0.30%;0.32;0.11;1,923;0.01;2332.0;9,517.14;39.81%;0.25;2332.0;Non-YouTube Format;Croatia;1;False;0;Automatic / PMax;False;0;Automatic / PMax;23 May 2025;13 Jun 2025;0;Q2;2332.0;Maximise Conversions;Auto | All;Porsche;PMax;May-Jun 25;MaxConv;Action;Porsche | PMax | Auto | All | May-Jun 25 | MaxConv | Action
Seat Metlice Apr - May 2025 (DG) - CPC;Porsche Seat 2023;22379011626;1,190,162;17,360;1.46%;0.42;0.03;0;0.0;503.99;59.5;0.34%;8.47;503.99;Non-YouTube Format;Croatia;1;True;21;Available;True;7;Available;1 Apr 2025;9 May 2025;301409;Q2;503.99;Maximise clicks;65+ | All;Porsche;Demand Gen;Apr-May 25;MaxClicks;Consideration;Porsche | Demand Gen | 65+ | All | Apr-May 25 | MaxClicks | Consideration
Seat Gume Oct - Dec 2025 (PMAX) - CPA;Porsche Seat 2023;23151243997;806,769;22,508;2.79%;2.59;0.09;306;0.02;2087.33;4,058.12;17.61%;0.51;2087.33;Non-YouTube Format;Croatia;1;False;0;Automatic / PMax;False;0;Automatic / PMax;20 Oct 2025;7 Dec 2025;0;Q4;2087.33;Maximise Conversions;Auto | All;Porsche;PMax;Oct-Dec 25;MaxConv;Action;Porsche | PMax | Auto | All | Oct-Dec 25 | MaxConv | Action
202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Trueview;CEE//HR//B//Hair Colorants//Palette ICC//Palette ICC;22137629441;1,994,714;2,358;0.12%;2.01;1.7;0;0.0;4000.11;0;0.00%;0.0;4000.11;Non-skippable in-stream;Croatia;1;True;21;Available;True;1;Available;17 Jan 2025;14 Apr 2025;593497;Q1, Q2;4000.11;Target CPM;65+ | All;CEE;YouTube Non-Skip;Jan-Apr 25;tCPM;Awareness;CEE | YouTube Non-Skip | 65+ | All | Jan-Apr 25 | tCPM | Awareness
Cupra Range Dec 2025 (GDN) - CPM;Porsche Cupra 2023;23386389997;4,931,860;4,964;0.10%;0.41;0.4;0;0.0;1999.97;203;4.09%;9.85;1999.97;Non-YouTube Format;Croatia;1;True;21;Available;True;23;Available;20 Dec 2025;30 Dec 2025;572669;Q4;1999.97;Viewable CPM;65+ | All;Porsche;Display;Dec 25;vCPM;Awareness;Porsche | Display | 65+ | All | Dec 25 | vCPM | Awareness
Cupra Formentor PHEV - May - Jun 2025 (DG) - CPC;Porsche Cupra 2023;22586352378;6,244,644;113,248;1.81%;0.5;0.03;0;0.0;3149.87;572.73;0.51%;5.5;3149.87;Non-YouTube Format;Croatia;1;True;21;Available;True;16;Available;23 May 2025;13 Jun 2025;827268;Q2;3149.87;Maximise clicks;65+ | All;Porsche;Demand Gen;May-Jun 25;MaxClicks;Consideration;Porsche | Demand Gen | 65+ | All | May-Jun 25 | MaxClicks | Consideration
GDN-Cupra-Terramar_2025-traffic-13012025-31012025;Porsche Cupra 2023;22117372783;5,782,854;32,333;0.56%;0.76;0.14;0;0.0;4402.16;125.27;0.39%;35.14;3908.12;Non-YouTube Format;Australia, Austria, Belgium, Brunei, Bulgaria, Canada, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Guadeloupe, Hong Kong, Hungary, Iceland, Ireland, Israel, Italy, Japan, Latvia, Lithuania, Luxembourg, Malta, Martinique, Netherlands, New Zealand, Nigeria, Norway, Oman, Poland, Portugal, Qatar, Reunion, Romania, Saudi Arabia, Singapore, Slovakia, Slovenia, South Africa, South Korea, Spain, Sweden, Switzerland, United Kingdom, United States;49;True;21;Available;True;16;Available;13 Jan 2025;31 Jan 2025;789186;Q1;4402.16;Manual CPC;65+ | All;Porsche;Display;Jan 25;CPC;Consideration;Porsche | Display | 65+ | All | Jan 25 | CPC | Consideration
202503//Taft Spray&Mousse//Taft_STY Aloe Boost B 25//Taft_STY Aloe Boost B 25//video//trueview;CEE//HR//B//Hair Styling//Taft Spray&Mousse//Taft Spray&Mousse;22339790134;2,902,995;1,992;0.07%;2.07;3.01;0;0.0;6001.38;0;0.00%;0.0;6001.38;Non-skippable in-stream;Croatia;1;True;21;Available;True;1;Available;17 Mar 2025;24 Aug 2025;812108;Q1, Q2, Q3;6001.38;Target CPM;65+ | All;CEE;YouTube Non-Skip;Mar-Aug 25;tCPM;Awareness;CEE | YouTube Non-Skip | 65+ | All | Mar-Aug 25 | tCPM | Awareness
Seat Metlice Apr - May 2025 (PMAX) - CPA;Porsche Seat 2023;22389011644;1,478,806;9,883;0.67%;0.63;0.09;1,116;0.05;931.08;773.52;6.88%;1.2;931.08;Non-YouTube Format;Croatia;1;False;0;Automatic / PMax;False;0;Automatic / PMax;1 Apr 2025;9 May 2025;0;Q2;931.08;Maximise Conversions;Auto | All;Porsche;PMax;Apr-May 25;MaxConv;Action;Porsche | PMax | Auto | All | Apr-May 25 | MaxConv | Action
Energycom New Creatives Jun - Jul 2025 - Performance Max;ENERGYCOM D.O.O.;22646649812;150,525;8,021;5.33%;9.32;0.17;1,737;0.02;1403.59;312.39;3.03%;4.49;1403.59;Non-YouTube Format;Croatia;1;False;0;Automatic / PMax;False;0;Automatic / PMax;7 Jun 2025;7 Jul 2025;0;Q2, Q3;1403.59;Maximise Conversions;Auto | All;Energycom;PMax;Jun-Jul 25;MaxConv;Action;Energycom | PMax | Auto | All | Jun-Jul 25 | MaxConv | Action
Seat Gume Mar - Apr 2025 (PMAX) - CPA;Porsche Seat 2023;22375110178;618,315;10,063;1.63%;2.04;0.13;322;0.01;1258.41;2,774.33;26.54%;0.45;1257.66;Non-YouTube Format;Albania, Brazil, Croatia, Czechia, Luxembourg;5;False;0;Automatic / PMax;False;0;Automatic / PMax;24 Mar 2025;21 Apr 2025;0;Q1, Q2;1258.41;Maximise Conversions;Auto | All;Porsche;PMax;Mar-Apr 25;MaxConv;Action;Porsche | PMax | Auto | All | Mar-Apr 25 | MaxConv | Action
